SPX Index,A UN Equity,0.00094374
SPX Index,AAL UW Equity,0.00095459
SPX Index,AAP UN Equity,0.00031891
SPX Index,AAPL UW Equity,0.03912093
SPX Index,ABBV UN Equity,0.0067461
SPX Index,ABC UN Equity,0.0006519
SPX Index,ABT UN Equity,0.00417865
SPX Index,ACN UN Equity,0.00411012
SPX Index,ADBE UW Equity,0.00380694
SPX Index,ADI UW Equity,0.00137966
SPX Index,ADM UN Equity,0.00099287
SPX Index,ADP UW Equity,0.00229617
SPX Index,ADS UN Equity,0.00050029
SPX Index,ADSK UW Equity,0.00102685
SPX Index,AEE UN Equity,0.0006421
SPX Index,AEP UN Equity,0.0016491
SPX Index,AES UN Equity,0.00030368
SPX Index,AET UN Equity,0.00259949
SPX Index,AFL UN Equity,0.00153701
SPX Index,AGN UN Equity,0.00252587
SPX Index,AIG UN Equity,0.00231037
SPX Index,AIV UN Equity,0.00029762
SPX Index,AIZ UN Equity,0.00023891
SPX Index,AJG UN Equity,0.00050303
SPX Index,AKAM UW Equity,0.00043244
SPX Index,ALB UN Equity,0.00062028
SPX Index,ALGN UW Equity,0.0007411
SPX Index,ALK UN Equity,0.00037182
SPX Index,ALL UN Equity,0.00164709
SPX Index,ALLE UN Equity,0.0003401
SPX Index,ALXN UW Equity,0.00111659
SPX Index,AMAT UW Equity,0.00240669
SPX Index,AMD UR Equity,0.00035884
SPX Index,AME UN Equity,0.00072217
SPX Index,AMG UN Equity,0.00048425
SPX Index,AMGN UW Equity,0.0056134
SPX Index,AMP UN Equity,0.00109066
SPX Index,AMT UN Equity,0.00269856
SPX Index,AMZN UW Equity,0.02059565
SPX Index,ANDV UN Equity,0.00069116
SPX Index,ANSS UW Equity,0.00054031
SPX Index,ANTM UN Equity,0.00263916
SPX Index,AON UN Equity,0.00152693
SPX Index,AOS UN Equity,0.00038635
SPX Index,APA UN Equity,0.00065572
SPX Index,APC UN Equity,0.00117295
SPX Index,APD UN Equity,0.00152939
SPX Index,APH UN Equity,0.00120643
SPX Index,APTV UN Equity,0.00098314
SPX Index,ARE UN Equity,0.00052362
SPX Index,ARNC UN Equity,0.00046451
SPX Index,ATVI UW Equity,0.0021629
SPX Index,AVB UN Equity,0.00110089
SPX Index,AVGO UW Equity,0.00463944
SPX Index,AVY UN Equity,0.00044261
SPX Index,AWK UN Equity,0.00070838
SPX Index,AXP UN Equity,0.00313381
SPX Index,AYI UN Equity,0.00030474
SPX Index,AZO UN Equity,0.0008866
SPX Index,BA UN Equity,0.00718042
SPX Index,BAC UN Equity,0.01239616
SPX Index,BAX UN Equity,0.00142917
SPX Index,BBT UN Equity,0.0017475
SPX Index,BBY UN Equity,0.00075867
SPX Index,BCR UN Equity,0.00106057
SPX Index,BDX UN Equity,0.00218829
SPX Index,BEN UN Equity,0.00062286
SPX Index,BF/B UN Equity,0.00056822
SPX Index,BHGE UN Equity,0.00057275
SPX Index,BIIB UW Equity,0.00300858
SPX Index,BK UN Equity,0.00246268
SPX Index,BLK UN Equity,0.00276359
SPX Index,BLL UN Equity,0.00058993
SPX Index,BMY UN Equity,0.00448123
SPX Index,BRK/B UN Equity,0.01664906
SPX Index,BSX UN Equity,0.00154368
SPX Index,BWA UN Equity,0.0004522
SPX Index,BXP UN Equity,0.00085781
SPX Index,C UN Equity,0.00885684
SPX Index,CA UW Equity,0.00045753
SPX Index,CAG UN Equity,0.00067309
SPX Index,CAH UN Equity,0.00083681
SPX Index,CAT UN Equity,0.00379213
SPX Index,CB UN Equity,0.00299203
SPX Index,CBG UN Equity,0.00056016
SPX Index,CBOE UW Equity,0.00062786
SPX Index,CBS UN Equity,0.00093069
SPX Index,CCI UN Equity,0.00197692
SPX Index,CCL UN Equity,0.00116854
SPX Index,CDNS UW Equity,0.00054297
SPX Index,CELG UW Equity,0.00371866
SPX Index,CERN UW Equity,0.00095133
SPX Index,CF UN Equity,0.00041607
SPX Index,CFG UN Equity,0.0009141
SPX Index,CHD UN Equity,0.00054484
SPX Index,CHK UN Equity,0.00014585
SPX Index,CHRW UW Equity,0.00053181
SPX Index,CHTR UW Equity,0.00290356
SPX Index,CI UN Equity,0.00225458
SPX Index,CINF UW Equity,0.00047739
SPX Index,CL UN Equity,0.00284507
SPX Index,CLX UN Equity,0.00082052
SPX Index,CMA UN Equity,0.00064752
SPX Index,CMCSA UW Equity,0.0080932
SPX Index,CME UW Equity,0.00223752
SPX Index,CMG UN Equity,0.00034567
SPX Index,CMI UN Equity,0.00116871
SPX Index,CMS UN Equity,0.000596
SPX Index,CNC UN Equity,0.00075055
SPX Index,CNP UN Equity,0.00053361
SPX Index,COF UN Equity,0.00198978
SPX Index,COG UN Equity,0.00056935
SPX Index,COL UN Equity,0.00095431
SPX Index,COO UN Equity,0.0004775
SPX Index,COP UN Equity,0.00279913
SPX Index,COST UW Equity,0.00359967
SPX Index,COTY UN Equity,0.00040413
SPX Index,CPB UN Equity,0.00041252
SPX Index,CRM UN Equity,0.00313177
SPX Index,CSCO UW Equity,0.00834363
SPX Index,CSRA UN Equity,0.000214
SPX Index,CSX UW Equity,0.00230178
SPX Index,CTAS UW Equity,0.00059106
SPX Index,CTL UN Equity,0.00069998
SPX Index,CTSH UW Equity,0.00186145
SPX Index,CTXS UW Equity,0.00055062
SPX Index,CVS UN Equity,0.00317359
SPX Index,CVX UN Equity,0.00996362
SPX Index,CXO UN Equity,0.00089147
SPX Index,D UN Equity,0.00238602
SPX Index,DAL UN Equity,0.00161547
SPX Index,DE UN Equity,0.0021059
SPX Index,DFS UN Equity,0.00120616
SPX Index,DG UN Equity,0.00104107
SPX Index,DGX UN Equity,0.00058638
SPX Index,DHI UN Equity,0.00074882
SPX Index,DHR UN Equity,0.00249053
SPX Index,DIS UN Equity,0.00751532
SPX Index,DISCA UW Equity,0.00013051
SPX Index,DISCK UW Equity,0.00017658
SPX Index,DISH UW Equity,0.00048201
SPX Index,DLR UN Equity,0.00104201
SPX Index,DLTR UW Equity,0.00108982
SPX Index,DOV UN Equity,0.00065582
SPX Index,DPS UN Equity,0.00075288
SPX Index,DRE UN Equity,0.00043224
SPX Index,DRI UN Equity,0.00047589
SPX Index,DTE UN Equity,0.00089628
SPX Index,DUK UN Equity,0.0026937
SPX Index,DVA UN Equity,0.00047206
SPX Index,DVN UN Equity,0.00087892
SPX Index,DWDP UN Equity,0.0072228
SPX Index,DXC UN Equity,0.00117554
SPX Index,EA UW Equity,0.00144271
SPX Index,EBAY UW Equity,0.00164585
SPX Index,ECL UN Equity,0.00154957
SPX Index,ED UN Equity,0.0011751
SPX Index,EFX UN Equity,0.000623
SPX Index,EIX UN Equity,0.0009925
SPX Index,EL UN Equity,0.00125883
SPX Index,EMN UN Equity,0.00058819
SPX Index,EMR UN Equity,0.0018858
SPX Index,EOG UN Equity,0.00253076
SPX Index,EQIX UW Equity,0.00157202
SPX Index,EQR UN Equity,0.00105554
SPX Index,EQT UN Equity,0.00059052
SPX Index,ES UN Equity,0.00089409
SPX Index,ESRX UW Equity,0.00175244
SPX Index,ESS UN Equity,0.00071865
SPX Index,ETFC UW Equity,0.00059048
SPX Index,ETN UN Equity,0.00150975
SPX Index,ETR UN Equity,0.00065189
SPX Index,EVHC UN Equity,0.00016818
SPX Index,EW UN Equity,0.00106034
SPX Index,EXC UN Equity,0.00172467
SPX Index,EXPD UW Equity,0.00050552
SPX Index,EXPE UW Equity,0.00063478
SPX Index,EXR UN Equity,0.00046981
SPX Index,F UN Equity,0.00214415
SPX Index,FAST UW Equity,0.00066051
SPX Index,FB UW Equity,0.01860009
SPX Index,FBHS UN Equity,0.00044251
SPX Index,FCX UN Equity,0.00094003
SPX Index,FDX UN Equity,0.00257186
SPX Index,FE UN Equity,0.00062525
SPX Index,FFIV UW Equity,0.00037049
SPX Index,FIS UN Equity,0.00135326
SPX Index,FISV UW Equity,0.00120224
SPX Index,FITB UW Equity,0.00097764
SPX Index,FL UN Equity,0.0002623
SPX Index,FLIR UW Equity,0.00028054
SPX Index,FLR UN Equity,0.00029977
SPX Index,FLS UN Equity,0.00022671
SPX Index,FMC UN Equity,0.00052077
SPX Index,FOX UW Equity,0.00065967
SPX Index,FOXA UW Equity,0.00162118
SPX Index,FRT UN Equity,0.00041434
SPX Index,FTI UN Equity,0.00053272
SPX Index,FTV UN Equity,0.00094522
SPX Index,GD UN Equity,0.00240281
SPX Index,GE UN Equity,0.00671702
SPX Index,GGP UN Equity,0.00064593
SPX Index,GILD UW Equity,0.00427112
SPX Index,GIS UN Equity,0.0014308
SPX Index,GLW UN Equity,0.00126327
SPX Index,GM UN Equity,0.00235199
SPX Index,GOOG UW Equity,0.01393359
SPX Index,GOOGL UW Equity,0.01384718
SPX Index,GPC UN Equity,0.00059499
SPX Index,GPN UN Equity,0.00066535
SPX Index,GPS UN Equity,0.00032398
SPX Index,GRMN UW Equity,0.0003019
SPX Index,GS UN Equity,0.00404155
SPX Index,GT UW Equity,0.00034627
SPX Index,GWW UN Equity,0.00052977
SPX Index,HAL UN Equity,0.00169275
SPX Index,HAS UW Equity,0.00046642
SPX Index,HBAN UW Equity,0.00068213
SPX Index,HBI UN Equity,0.00034932
SPX Index,HCA UN Equity,0.00109289
SPX Index,HCN UN Equity,0.00106822
SPX Index,HCP UN Equity,0.00054488
SPX Index,HD UN Equity,0.00944096
SPX Index,HES UN Equity,0.00049885
SPX Index,HIG UN Equity,0.00089223
SPX Index,HLT UN Equity,0.00068158
SPX Index,HOG UN Equity,0.00038736
SPX Index,HOLX UW Equity,0.00052926
SPX Index,HON UN Equity,0.0051396
SPX Index,HP UN Equity,0.00026576
SPX Index,HPE UN Equity,0.00103945
SPX Index,HPQ UN Equity,0.00152347
SPX Index,HRB UN Equity,0.00024487
SPX Index,HRL UN Equity,0.00042717
SPX Index,HRS UN Equity,0.00074401
SPX Index,HSIC UW Equity,0.00047818
SPX Index,HST UN Equity,0.00064379
SPX Index,HSY UN Equity,0.00070084
SPX Index,HUM UN Equity,0.00159163
SPX Index,IBM UN Equity,0.00587231
SPX Index,ICE UN Equity,0.00181997
SPX Index,IDXX UW Equity,0.00060011
SPX Index,IFF UN Equity,0.0005225
SPX Index,ILMN UW Equity,0.00135046
SPX Index,INCY UW Equity,0.00071321
SPX Index,INFO UW Equity,0.00071888
SPX Index,INTC UW Equity,0.00896258
SPX Index,INTU UW Equity,0.00166894
SPX Index,IP UN Equity,0.00100242
SPX Index,IPG UN Equity,0.00035111
SPX Index,IQV UN Equity,0.00067769
SPX Index,IR UN Equity,0.00095979
SPX Index,IRM UN Equity,0.00044209
SPX Index,ISRG UW Equity,0.00177525
SPX Index,IT UN Equity,0.00048471
SPX Index,ITW UN Equity,0.00222938
SPX Index,IVZ UN Equity,0.00065391
SPX Index,JBHT UW Equity,0.00042917
SPX Index,JCI UN Equity,0.00153782
SPX Index,JEC UN Equity,0.00035091
SPX Index,JNJ UN Equity,0.01672174
SPX Index,JNPR UN Equity,0.00047904
SPX Index,JPM UN Equity,0.01619685
SPX Index,JWN UN Equity,0.00022919
SPX Index,K UN Equity,0.00071308
SPX Index,KEY UN Equity,0.00094106
SPX Index,KHC UW Equity,0.00207332
SPX Index,KIM UN Equity,0.00033527
SPX Index,KLAC UW Equity,0.00071943
SPX Index,KMB UN Equity,0.00183494
SPX Index,KMI UN Equity,0.00150311
SPX Index,KMX UN Equity,0.00055152
SPX Index,KO UN Equity,0.00778748
SPX Index,KORS UN Equity,0.00040925
SPX Index,KR UN Equity,0.00102193
SPX Index,KSS UN Equity,0.0003849
SPX Index,KSU UN Equity,0.00051609
SPX Index,L UN Equity,0.00059895
SPX Index,LB UN Equity,0.00061875
SPX Index,LEG UN Equity,0.00027001
SPX Index,LEN UN Equity,0.00054641
SPX Index,LH UN Equity,0.00069407
SPX Index,LKQ UW Equity,0.00052417
SPX Index,LLL UN Equity,0.00065964
SPX Index,LLY UN Equity,0.00369527
SPX Index,LMT UN Equity,0.00347974
SPX Index,LNC UN Equity,0.00075823
SPX Index,LNT UN Equity,0.00044066
SPX Index,LOW UN Equity,0.0031769
SPX Index,LRCX UW Equity,0.00129967
SPX Index,LUK UN Equity,0.00036745
SPX Index,LUV UN Equity,0.00154353
SPX Index,LYB UN Equity,0.00150466
SPX Index,M UN Equity,0.00033286
SPX Index,MA UN Equity,0.00623946
SPX Index,MAA UN Equity,0.00050539
SPX Index,MAC UN Equity,0.00031822
SPX Index,MAR UW Equity,0.00176544
SPX Index,MAS UN Equity,0.00058909
SPX Index,MAT UW Equity,0.00023931
SPX Index,MCD UN Equity,0.00616788
SPX Index,MCHP UW Equity,0.00086295
SPX Index,MCK UN Equity,0.00146094
SPX Index,MCO UN Equity,0.0010969
SPX Index,MDLZ UW Equity,0.00283593
SPX Index,MDT UN Equity,0.00487457
SPX Index,MET UN Equity,0.00245313
SPX Index,MGM UN Equity,0.00074854
SPX Index,MHK UN Equity,0.00075319
SPX Index,MKC UN Equity,0.00052476
SPX Index,MLM UN Equity,0.00056353
SPX Index,MMC UN Equity,0.00188105
SPX Index,MMM UN Equity,0.00625938
SPX Index,MNST UW Equity,0.00115229
SPX Index,MO UN Equity,0.00605751
SPX Index,MON UN Equity,0.00227551
SPX Index,MOS UN Equity,0.00038022
SPX Index,MPC UN Equity,0.00143919
SPX Index,MRK UN Equity,0.00673851
SPX Index,MRO UN Equity,0.00055762
SPX Index,MS UN Equity,0.00327393
SPX Index,MSFT UW Equity,0.02869074
SPX Index,MSI UN Equity,0.00065832
SPX Index,MTB UN Equity,0.00114475
SPX Index,MTD UN Equity,0.00072157
SPX Index,MU UW Equity,0.00207263
SPX Index,MYL UW Equity,0.00094645
SPX Index,NAVI UW Equity,0.00016761
SPX Index,NBL UN Equity,0.00056699
SPX Index,NDAQ UW Equity,0.00038424
SPX Index,NEE UN Equity,0.00325395
SPX Index,NEM UN Equity,0.00084226
SPX Index,NFLX UW Equity,0.00358697
SPX Index,NFX UN Equity,0.00024593
SPX Index,NI UN Equity,0.00037696
SPX Index,NKE UN Equity,0.00372898
SPX Index,NLSN UN Equity,0.00053683
SPX Index,NOC UN Equity,0.00235478
SPX Index,NOV UN Equity,0.00053998
SPX Index,NRG UN Equity,0.00037486
SPX Index,NSC UN Equity,0.00179847
SPX Index,NTAP UW Equity,0.00068308
SPX Index,NTRS UW Equity,0.00091324
SPX Index,NUE UN Equity,0.00083461
SPX Index,NVDA UW Equity,0.00492211
SPX Index,NWL UN Equity,0.00064814
SPX Index,NWS UW Equity,0.000079
SPX Index,NWSA UW Equity,0.00026732
SPX Index,O UN Equity,0.00067956
SPX Index,OKE UN Equity,0.0008818
SPX Index,OMC UN Equity,0.00075692
SPX Index,ORCL UN Equity,0.00666735
SPX Index,ORLY UW Equity,0.00093397
SPX Index,OXY UN Equity,0.00236312
SPX Index,PAYX UW Equity,0.00096415
SPX Index,PBCT UW Equity,0.00028026
SPX Index,PCAR UW Equity,0.00106779
SPX Index,PCG UN Equity,0.00118448
SPX Index,PCLN UW Equity,0.00380913
SPX Index,PDCO UW Equity,0.00012716
SPX Index,PEG UN Equity,0.00115585
SPX Index,PFE UN Equity,0.00957342
SPX Index,PG UN Equity,0.01020648
SPX Index,PGR UN Equity,0.00140942
SPX Index,PH UN Equity,0.00111874
SPX Index,PHM UN Equity,0.00041512
SPX Index,PKG UN Equity,0.00047307
SPX Index,PKI UN Equity,0.00033355
SPX Index,PLD UN Equity,0.00152713
SPX Index,PM UN Equity,0.0073584
SPX Index,PNC UN Equity,0.00301296
SPX Index,PNR UN Equity,0.0005042
SPX Index,PNW UN Equity,0.00042819
SPX Index,PPG UN Equity,0.00128592
SPX Index,PPL UN Equity,0.00101011
SPX Index,PRGO UN Equity,0.00048949
SPX Index,PRU UN Equity,0.00215717
SPX Index,PSA UN Equity,0.00137943
SPX Index,PSX UN Equity,0.00188068
SPX Index,PVH UN Equity,0.00046657
SPX Index,PWR UN Equity,0.00024628
SPX Index,PX UN Equity,0.00186564
SPX Index,PXD UN Equity,0.00116882
SPX Index,PYPL UW Equity,0.00369278
SPX Index,QCOM UW Equity,0.00420125
SPX Index,QRVO UW Equity,0.00036319
SPX Index,RCL UN Equity,0.00092109
SPX Index,RE UN Equity,0.00039123
SPX Index,REG UN Equity,0.00044436
SPX Index,REGN UW Equity,0.00128179
SPX Index,RF UN Equity,0.00089556
SPX Index,RHI UN Equity,0.00030725
SPX Index,RHT UN Equity,0.00099813
SPX Index,RJF UN Equity,0.00049471
SPX Index,RL UN Equity,0.00024298
SPX Index,RMD UN Equity,0.00052028
SPX Index,ROK UN Equity,0.00107677
SPX Index,ROP UN Equity,0.00113036
SPX Index,ROST UW Equity,0.00130766
SPX Index,RRC UN Equity,0.00015932
SPX Index,RSG UN Equity,0.00065679
SPX Index,RTN UN Equity,0.00242854
SPX Index,SBAC UW Equity,0.00087747
SPX Index,SBUX UW Equity,0.00380357
SPX Index,SCG UN Equity,0.00026489
SPX Index,SCHW UN Equity,0.00263059
SPX Index,SEE UN Equity,0.00041123
SPX Index,SHW UN Equity,0.00142925
SPX Index,SIG UN Equity,0.00014124
SPX Index,SJM UN Equity,0.00059178
SPX Index,SLB UN Equity,0.00382264
SPX Index,SLG UN Equity,0.00046175
SPX Index,SNA UN Equity,0.00041699
SPX Index,SNI UW Equity,0.00033527
SPX Index,SNPS UW Equity,0.00057936
SPX Index,SO UN Equity,0.00226523
SPX Index,SPG UN Equity,0.00227507
SPX Index,SPGI UN Equity,0.00190375
SPX Index,SRCL UW Equity,0.00024252
SPX Index,SRE UN Equity,0.00127239
SPX Index,STI UN Equity,0.00135191
SPX Index,STT UN Equity,0.00161328
SPX Index,STX UW Equity,0.00053784
SPX Index,STZ UN Equity,0.00169047
SPX Index,SWK UN Equity,0.00110659
SPX Index,SWKS UW Equity,0.00076475
SPX Index,SYF UN Equity,0.00121567
SPX Index,SYK UN Equity,0.00214284
SPX Index,SYMC UW Equity,0.00078574
SPX Index,SYY UN Equity,0.00130058
SPX Index,T UN Equity,0.01020831
SPX Index,TAP UN Equity,0.00064457
SPX Index,TDG UN Equity,0.0006001
SPX Index,TEL UN Equity,0.00148447
SPX Index,TGT UN Equity,0.0014878
SPX Index,TIF UN Equity,0.00044565
SPX Index,TJX UN Equity,0.00205437
SPX Index,TMK UN Equity,0.00043282
SPX Index,TMO UN Equity,0.00331652
SPX Index,TPR UN Equity,0.00052966
SPX Index,TRIP UW Equity,0.0001702
SPX Index,TROW UW Equity,0.00107406
SPX Index,TRV UN Equity,0.00162922
SPX Index,TSCO UW Equity,0.00038649
SPX Index,TSN UN Equity,0.00102796
SPX Index,TSS UN Equity,0.00056254
SPX Index,TWX UN Equity,0.00305233
SPX Index,TXN UW Equity,0.00436507
SPX Index,TXT UN Equity,0.00063754
SPX Index,UA UN Equity,0.00009874
SPX Index,UAA UN Equity,0.0001089
SPX Index,UAL UN Equity,0.00071674
SPX Index,UDR UN Equity,0.00045257
SPX Index,UHS UN Equity,0.00044007
SPX Index,ULTA UW Equity,0.00055578
SPX Index,UNH UN Equity,0.00941009
SPX Index,UNM UN Equity,0.00054642
SPX Index,UNP UN Equity,0.00454679
SPX Index,UPS UN Equity,0.00353102
SPX Index,URI UN Equity,0.00059512
SPX Index,USB UN Equity,0.00379279
SPX Index,UTX UN Equity,0.00404353
SPX Index,V UN Equity,0.00908485
SPX Index,VAR UN Equity,0.00045256
SPX Index,VFC UN Equity,0.00103469
SPX Index,VIAB UW Equity,0.00046049
SPX Index,VLO UN Equity,0.00169908
SPX Index,VMC UN Equity,0.00069473
SPX Index,VNO UN Equity,0.0005862
SPX Index,VRSK UW Equity,0.00063638
SPX Index,VRSN UW Equity,0.00044614
SPX Index,VRTX UW Equity,0.00158106
SPX Index,VTR UN Equity,0.00098493
SPX Index,VZ UN Equity,0.00939431
SPX Index,WAT UN Equity,0.00068122
SPX Index,WBA UW Equity,0.00268817
SPX Index,WDC UW Equity,0.00105937
SPX Index,WEC UN Equity,0.00094002
SPX Index,WFC UN Equity,0.0116358
SPX Index,WHR UN Equity,0.00053592
SPX Index,WLTW UW Equity,0.00090749
SPX Index,WM UN Equity,0.00150515
SPX Index,WMB UN Equity,0.00107772
SPX Index,WMT UN Equity,0.00625242
SPX Index,WRK UN Equity,0.00068723
SPX Index,WU UN Equity,0.0003948
SPX Index,WY UN Equity,0.00117402
SPX Index,WYN UN Equity,0.00051081
SPX Index,WYNN UW Equity,0.00058134
SPX Index,XEC UN Equity,0.00046465
SPX Index,XL UN Equity,0.0004139
SPX Index,XLNX UW Equity,0.00075202
SPX Index,XOM UN Equity,0.01545347
SPX Index,XRAY UW Equity,0.00066892
SPX Index,XRX UN Equity,0.00027351
SPX Index,XYL UN Equity,0.00052727
SPX Index,YUM UN Equity,0.00124516
SPX Index,ZBH UN Equity,0.0009977
SPX Index,ZION UW Equity,0.00043653
SPX Index,ZTS UN Equity,0.00155081